pid,articleid,title,publication_date,joid,prid
389488,304075,Using constraint geometry to determine maximum rate pipeline clocking,1992-11-08,,389699
161410,258502,Modeling parallel bandwidth,1997-06-01,,161460
2706,379252,"Concurrency, latency, or system overhead",2001-05-01,,2786
615167,237357,Developing a practical projection-based parallel Delaunay algorithm,1996-05-01,,615241
512520,1198559,Introduction to articulated rigid body dynamics,2005-07-31,,513018
1030489,33403,"A cost-benefit decision model: analysis, comparison amd selection of data management",1987-09-01,962660,
1023707,588274,Editorial,2003-01-01,961832,
5551,1995871,A web services based artificial market,2009-12-13,,5618
1140556,504627,IDMaps,2001-10-01,967203,
1563,1559769,An asymmetric 2D Pointer/3D Ray for 3D interaction within collaborative virtual environments,2009-06-16,,1647
333842,1073284,Water drops on surfaces,2005-07-01,,333940
412114,996402,Enhancing digital libraries with TechLens+,2004-06-07,,412346
1050777,234536,Computing the discrepancy with applications to supersampling patterns,1996-10-01,961832,
1000765,581890,Introduction to the two special issues on memory,2002-11-01,962572,
2903,997858,Practical methods for shape fitting and kinetic data structures using core sets,2004-06-08,,2998
2954,997876,On empty convex polygons in a planar point set,2004-06-08,,2998
244941,100377,Definition and analysis of a class of spanning bus orthogonal multiprocessing systems,1990-01-01,,245177
5393,1995822,Analytical approach to augmenting site photos with 3D as-built bored pile models,2009-12-13,,5618
36813,336165,Triangulations in CGAL (extended abstract),2000-05-01,,36914
439,1753444,Characteristics of pressure-based input for mobile devices,2010-04-10,,1544
5356,1995807,A hierarchical constraint-based approach to modeling construction and manufacturing processes,2009-12-13,,5618
1021338,772065,Typechecking XML views of relational databases,2003-07-01,969085,
447961,1146903,Storage load balancing via local interactions among peers in unstructured P2P networks,2006-05-30,,448150
691339,167651,MIMD parallel simulation of circuit-switched communication networks,1992-12-01,,691598
894999,309940,Improved approximate reachability using auxiliary state variables,1999-06-01,,895280
517870,1162639,RouterFarm,2006-09-11,,517932
1480,1753720,After access,2010-04-10,,1544
317104,233035,Integrating performance monitoring and communication in parallel computers,1996-05-15,,317155
4644,1995573,A structural approach to the temporal modeling of networks,2009-12-13,,5618
5068,1995717,Resource management and process change in a simplified model of the emergency department,2009-12-13,,5618
915133,674159,On the Efficiency of Reductions in &#181;-SIMD Media Extensions,2001-09-08,,915168
1107609,1101673,A case library for teaching usability engineering,2005-03-01,967013,
900290,1278865,Geometric modeling using focal surfaces,2007-08-05,,900375
553519,1247082,Querying approximate shortest paths in anisotropic regions,2007-06-06,,553611
6738,2007088,A model for estimating efforts required to make changes in a software development project,2011-07-21,,6786
326101,301372,Compact grid layouts of multi-level networks,1999-05-01,,326166
7106,808151,The design of bit-parallel systolic filter algorithms,1984-01-01,,7123
328574,285314,PAVLOV,1998-08-01,,328590
915156,674301,Architectural Support for Parallel Reductions in Scalable Shared-Memory Multiprocessors,2001-09-08,,915168
784190,258868,Guaranteeing the topology of an implicit surface polygonization for interactive modeling,1997-08-03,,784330
1062253,293447,"Consistent, yet anonymous, Web access with LPWA",1999-02-01,961004,
1008299,1147955,"Stable distributions, pseudorandom generators, embeddings, and data stream computation",2006-05-01,962389,
245882,602173,Interactive view-dependent rendering of large isosurfaces,2002-10-27,,245974
967758,146656,Sparse dynamic programming II,1992-07-01,962389,
524969,263751,The OT idea life-cycle (panel),1997-10-09,,524985
797189,314254,On-line difference maximization,1997-01-05,,797287
5545,1995868,Services modeling and distributed simulation devs/HLA supported,2009-12-13,,5618
456721,990077,DOMINO,2004-06-06,,456760
5760,1366835,An agent-based decentralised process management framework for web service composition,2007-06-06,,6031
166947,776830,On the uniformity of software evolution patterns,2003-05-03,,167279
632263,275506,Efficient searching with linear constraints,1998-05-01,,632288
2804,997825,Computing the visibility graph of points within a polygon,2004-06-08,,2998
135691,968053,VCR indexing for fast event matching for highly-overlapping range predicates,2004-03-14,,136252
544217,277779,Robust efficient distributed RSA-key generation,1998-06-01,,544227
6545,1278961,Making paperless work,2007-07-02,,6581
326158,301445,Interpolation of symmetric functions and a new type of combinatorial design,1999-05-01,,326166
5155,1995741,Dynamic-fuzzy simulation model for reproduction of mortality curves,2009-12-13,,5618
859070,277840,The potential of data value speculation to boost ILP,1998-07-13,,859177
859172,277941,Utilizing reuse information in data cache management,1998-07-13,,859177
5107,1995727,A Bayesian pharmacometric approach for personalized medicine,2009-12-13,,5618
144503,1179898,A vision substitution system using forehead electrical stimulation,2006-07-30,,144985
451026,1276426,Ldr2Hdr,2007-07-29,,451245
816754,192295,Information visualization,1994-07-24,,816796
2006,1409330,Graphical representation of meetings on mobile devices,2008-09-02,,2092
4871,1995649,A time-based formalism for the validation of semantic composability,2009-12-13,,5618
870,1753560,Moving beyond untagging,2010-04-10,,1544
817977,225194,A system level perspective on branch architecture performance,1995-12-01,,818005
6115,1690408,Wearable haptic device to present contact sensation based on cutaneous sensation using thin wire,2009-10-29,,6543
160999,1064133,Stability of persistence diagrams,2005-06-06,,161056
4662,1995581,Using particle swarm optimization with a policy optimization approach to stabilize the supply chain,2009-12-13,,5618
260992,1064256,Efficient algorithms for large-scale topology discovery,2005-06-06,,261060
432477,1187301,Computing inspiration,2005-07-31,,432615
403439,347170,Classification and visualization for high-dimensional data,2000-08-01,,403546
394,1753434,Avaaj Otalo,2010-04-10,,1544
135032,951146,XmdvTool,1994-10-17,,135109
1507,2167155,The 2010 SIGCHI Social Impact Award: Q&#38;A,2012-03-27,,1544
720528,319432,Multiresolution techniques for interactive texture-based volume visualization,1999-10-24,,720618
356376,314768,On approximating rectangle tiling and packing,1998-01-01,,356439
1354,1753688,Are your participants gaming the system?,2010-04-10,,1544
769528,859621,Profile-based dynamic voltage and frequency scaling for a multiple clock domain microprocessor,2003-05-01,,769582
49008,965483,Practical eye movement model using texture synthesis,2003-07-27,,49281
1103379,1229348,Introduction,2007-03-01,964641,
171420,804395,On determining the genus of a graph in O(v <supscrpt>O(g)</supscrpt>) steps(Preliminary Report),1979-04-30,,171486
1290,1753671,Touch projector,2010-04-10,,1544
363621,260101,Prototype-based languages,1994-10-01,,363685
16218,314973,Polygon-containment and translational min-Hausdorff-distance between segment sets are 3SUM-hard,1999-01-01,,16396
859015,571852,Optimal plans for aggregation,2002-07-21,,859051
6655,2007063,DMX in MANETs,2011-07-21,,6786
148,1753367,Quasi-qwerty soft keyboard optimization,2010-04-10,,1544
6815,117965,Object-oriented type inference,1991-11-01,,6885
287420,245747,Visualization of water quality data for the Chesapeake Bay,1996-10-27,,287453
615387,165974,Evaluating the communication performance of MPPs using synthetic sparse matrix multiplication workloads,1993-08-01,,615441
616938,286981,Building distributed systems (panel),1998-10-01,,616947
649864,776270,Dynamic trace selection using performance monitoring hardware sampling,2003-03-23,,649905
589253,957115,Interactive storytelling system using behavior-based non-verbal information,2003-11-02,,589330
639354,1185804,The virtual showcase,2006-07-30,,639473
216538,108883,Cone Trees,1991-03-01,,216715
607473,168652,The document lens,1993-12-01,,607509
1066606,956986,On the emergence of highly variable distributions in the autonomous system topology,2003-04-01,963665,
305495,1236425,Object tracking in the presence of occlusions via a camera network,2007-04-25,,305579
508364,513417,Lenses in arrangements of pseudo-circles and their applications,2002-06-05,,508415
496297,360143,Two-level hierarchical register file organization for VLIW processors,2000-12-01,,496333
789864,863976,Peer-to-peer information retrieval using self-organizing semantic overlay networks,2003-08-25,,789908
279888,1031626,Evaluating computer-supported cooperative work,2004-11-06,,280070
4707,1995596,Comparing model development in discrete event simulation and system dynamics,2009-12-13,,5618
859085,277850,Speculative multithreaded processors,1998-07-13,,859177
104172,1014128,Learning spatially variant dissimilarity (SVaD) measures,2004-08-22,,104305
797193,314258,On the maximum scatter TSP,1997-01-05,,797287
4335,1080779,Ambient networks,2005-09-02,,4396
687038,375249,Image based rendering with stable frame rates,2000-10-01,,687169
179999,1026326,Automatic Pattern-Taxonomy Extraction for Web Mining,2004-09-20,,180425
787570,777809,A tight bound for the number of different directions in three dimensions,2003-06-08,,787643
258125,286669,CHI 98 basic research symposium,1998-04-01,,258402
596476,1008057,The relationship between CS education research and the SIGCSE community,2004-06-28,,596587
3294,2399090,Visualize your spatial experience (VYSE),2012-10-14,,3528
6996,192323,Programming DEC-Alpha based multiprocessors the easy way (extended abstract),1994-08-01,,7069
586973,338247,Hamiltonicity and colorings of arrangement graphs,2000-02-01,,587159
1027117,177731,"A bounded first-in, first-enabled solution to the <i>l</i>-exclusion problem",1994-05-01,961873,
679633,296380,Home sweet home,1998-09-01,,679656
6813,117964,A static type system for message passing,1991-11-01,,6885
604594,948153,MECA,2003-10-27,,604603
70,1753347,Student socialization in the age of facebook,2010-04-10,,1544
686577,314485,Scheduling parallel tasks to minimize average response time,1994-01-23,,686692
892483,223611,Active memory,1995-05-01,,892523
636372,303998,Type inference for queries on semistructured data,1999-05-01,,636393
3722,2648673,Compiler assisted dynamic register file in GPGPU,2013-09-04,,4123
3286,2399087,Values-led participatory design,2012-10-14,,3528
145230,1178874,Believable performance agents for interactive conversations,2006-06-14,,145430
7054,181434,Communication efficient matrix multiplication on hypercubes,1994-08-01,,7069
1054,1753604,UpStream,2010-04-10,,1544
810185,1250738,Automatically classifying benign and harmful data races using replay analysis,2007-06-10,,810284
6837,117970,Towards a metrics suite for object oriented design,1991-11-01,,6885
339812,331979,Declarative specification of data-intensive Web sites,1999-12-31,,339817
71772,1137869,Refolding planar polygons,2006-06-05,,71907
219171,777434,Quantifying instruction criticality for shared memory multiprocessors,2003-06-07,,219242
4698,1995593,Design and development of software tools for Bio-PEPA,2009-12-13,,5618
747,1753525,Apatite,2010-04-10,,1544
25449,305210,"A comparison of MPI, SHMEM and cache-coherent shared address space programming models on the SGI Origin2000",1999-05-01,,25517
4878,1995652,Integrating agent-based simulation and system dynamics to support product strategy decisions in the automotive industry,2009-12-13,,5618
